AIS;Município;Dia da Semana;Data;Hora
AIS 06;Fortaleza;Segunda;2021-01-04;07:30:00
AIS 22;Fortaleza;Segunda;2021-01-04;07:15:00
AIS 05;Fortaleza;Segunda;2021-01-04;07:15:00
AIS 17;Fortaleza;Segunda;2021-01-04;06:45:00
AIS 18;Fortaleza;Segunda;2021-01-04;06:40:00
AIS 19;Fortaleza;Segunda;2021-01-04;06:30:00
AIS 19;Fortaleza;Segunda;2021-01-04;06:30:00
AIS 19;Fortaleza;Segunda;2021-01-04;06:30:00
AIS 22;Fortaleza;Segunda;2021-01-04;06:30:00
AIS 18;Fortaleza;Segunda;2021-01-04;06:10:00
AIS 19;Fortaleza;Segunda;2021-01-04;06:05:00
AIS 21;Fortaleza;Segunda;2021-01-04;06:00:00
AIS 06;Fortaleza;Segunda;2021-01-04;06:00:00
AIS 06;Fortaleza;Segunda;2021-01-04;05:50:00
AIS 17;Fortaleza;Segunda;2021-01-04;05:40:00
AIS 18;Fortaleza;Segunda;2021-01-04;05:40:00
AIS 30;Beberibe;Segunda;2021-01-04;05:35:00
AIS 18;Fortaleza;Segunda;2021-01-04;05:30:00
AIS 16;Fortaleza;Segunda;2021-01-04;05:30:00
AIS 30;Beberibe;Segunda;2021-01-04;05:30:00
AIS 17;Fortaleza;Segunda;2021-01-04;05:20:00
AIS 06;Fortaleza;Segunda;2021-01-04;05:20:00
AIS 06;Fortaleza;Segunda;2021-01-04;05:20:00
AIS 20;Fortaleza;Segunda;2021-01-04;05:10:00
AIS 11;Pentecoste;Segunda;2021-01-04;05:00:00
AIS 25;Chorozinho;Segunda;2021-01-04;04:50:00
AIS 19;Fortaleza;Segunda;2021-01-04;04:30:00
AIS 25;Pacajus;Segunda;2021-01-04;04:30:00
AIS 26;Caucaia;Segunda;2021-01-04;04:20:00
AIS Não Identificada (Fortaleza);Fortaleza;Segunda;2021-01-04;04:20:00
AIS 14;Maracanaú;Segunda;2021-01-04;04:00:00
AIS 08;Fortaleza;Segunda;2021-01-04;03:00:00
AIS 15;Cascavel;Segunda;2021-01-04;02:40:00
AIS 18;Fortaleza;Segunda;2021-01-04;00:25:00
AIS 24;Pacatuba;Terça;2021-01-05;23:00:00
AIS 02;Juazeiro do Norte;Terça;2021-01-05;22:55:00
AIS 21;Fortaleza;Terça;2021-01-05;22:20:00
AIS 25;Chorozinho;Terça;2021-01-05;22:00:00
AIS 25;Chorozinho;Terça;2021-01-05;22:00:00
AIS 20;Fortaleza;Terça;2021-01-05;22:00:00
AIS 21;Fortaleza;Terça;2021-01-05;22:00:00
AIS 03;Groaíras;Terça;2021-01-05;22:00:00
AIS 26;Caucaia;Terça;2021-01-05;21:30:00
AIS 08;Fortaleza;Terça;2021-01-05;21:30:00
AIS 25;Horizonte;Terça;2021-01-05;21:30:00
AIS 05;Fortaleza;Terça;2021-01-05;21:15:00
AIS 20;Fortaleza;Terça;2021-01-05;21:10:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-01-05;21:10:00
AIS 29;Itapiúna;Terça;2021-01-05;21:10:00
AIS 05;Fortaleza;Terça;2021-01-05;21:00:00
AIS 21;Fortaleza;Terça;2021-01-05;21:00:00
AIS 18;Fortaleza;Terça;2021-01-05;21:00:00
AIS 11;Apuiarés;Terça;2021-01-05;21:00:00
AIS 04;Canindé;Terça;2021-01-05;21:00:00
AIS 10;Iguatu;Terça;2021-01-05;21:00:00
AIS 07;Ipueiras;Terça;2021-01-05;21:00:00
AIS Não Identificada (Caucaia);Caucaia;Terça;2021-01-05;20:30:00
AIS 18;Fortaleza;Terça;2021-01-05;20:30:00
AIS 16;Fortaleza;Terça;2021-01-05;20:30:00
AIS 17;Fortaleza;Terça;2021-01-05;20:30:00
AIS 25;Horizonte;Terça;2021-01-05;20:30:00
AIS 14;Maracanaú;Terça;2021-01-05;20:30:00
AIS 03;Sobral;Terça;2021-01-05;20:30:00
AIS 19;Fortaleza;Terça;2021-01-05;20:20:00
AIS 05;Fortaleza;Terça;2021-01-05;20:15:00
AIS 08;Fortaleza;Terça;2021-01-05;20:12:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-01-05;20:10:00
AIS 18;Fortaleza;Terça;2021-01-05;20:10:00
AIS 06;Fortaleza;Terça;2021-01-05;20:00:00
AIS 18;Fortaleza;Terça;2021-01-05;19:50:00
AIS 25;Horizonte;Terça;2021-01-05;19:50:00
AIS 14;Maracanaú;Terça;2021-01-05;19:44:03
AIS 14;Maracanaú;Terça;2021-01-05;19:44:00
AIS 14;Maracanaú;Terça;2021-01-05;19:43:00
AIS 06;Fortaleza;Terça;2021-01-05;19:40:00
AIS 26;Caucaia;Terça;2021-01-05;19:30:25
AIS 06;Fortaleza;Terça;2021-01-05;19:30:00
AIS 05;Fortaleza;Terça;2021-01-05;19:30:00
AIS 19;Fortaleza;Terça;2021-01-05;19:30:00
AIS 16;Fortaleza;Terça;2021-01-05;19:30:00
AIS 16;Fortaleza;Terça;2021-01-05;19:30:00
AIS 17;Fortaleza;Terça;2021-01-05;19:30:00
AIS 17;Fortaleza;Terça;2021-01-05;19:30:00
AIS 14;Maracanaú;Terça;2021-01-05;19:30:00
AIS 23;São Gonçalo do Amarante;Terça;2021-01-05;19:30:00
AIS 28;Granja;Terça;2021-01-05;19:30:00
AIS 11;Itarema;Terça;2021-01-05;19:30:00
AIS 19;Fortaleza;Terça;2021-01-05;19:20:00
AIS 06;Fortaleza;Terça;2021-01-05;19:03:00
AIS 21;Fortaleza;Terça;2021-01-05;19:00:00
AIS 06;Fortaleza;Terça;2021-01-05;19:00:00
AIS 21;Fortaleza;Terça;2021-01-05;19:00:00
AIS 20;Fortaleza;Terça;2021-01-05;18:45:00
AIS 17;Fortaleza;Terça;2021-01-05;18:30:00
AIS 08;Fortaleza;Terça;2021-01-05;18:30:00
AIS 18;Fortaleza;Terça;2021-01-05;18:30:00
AIS 16;Fortaleza;Terça;2021-01-05;18:30:00
AIS 14;Maracanaú;Terça;2021-01-05;18:30:00
AIS 06;Fortaleza;Terça;2021-01-05;18:20:00
AIS 16;Fortaleza;Terça;2021-01-05;18:15:00
AIS 05;Fortaleza;Terça;2021-01-05;18:00:00
AIS 17;Fortaleza;Terça;2021-01-05;18:00:00
AIS 05;Fortaleza;Terça;2021-01-05;18:00:00
AIS 03;Sobral;Terça;2021-01-05;18:00:00
AIS 17;Fortaleza;Terça;2021-01-05;17:52:00
AIS 18;Fortaleza;Terça;2021-01-05;17:45:00
AIS 16;Fortaleza;Terça;2021-01-05;17:45:00
AIS 15;Cascavel;Terça;2021-01-05;17:40:00
AIS 05;Fortaleza;Terça;2021-01-05;17:40:00
AIS 21;Fortaleza;Terça;2021-01-05;17:30:00
AIS 17;Fortaleza;Terça;2021-01-05;17:30:00
AIS 08;Fortaleza;Terça;2021-01-05;17:30:00
AIS 07;Varjota;Terça;2021-01-05;17:30:00
AIS 17;Fortaleza;Terça;2021-01-05;17:15:00
AIS 15;Aquiraz;Terça;2021-01-05;17:00:00
AIS 17;Fortaleza;Terça;2021-01-05;17:00:00
AIS 14;Maracanaú;Terça;2021-01-05;16:50:00
AIS 08;Fortaleza;Terça;2021-01-05;16:15:00
AIS 30;Beberibe;Terça;2021-01-05;16:06:00
AIS 32;Mauriti;Terça;2021-01-05;16:00:00
AIS 17;Fortaleza;Terça;2021-01-05;15:50:00
AIS 16;Fortaleza;Terça;2021-01-05;15:30:00
AIS 08;Fortaleza;Terça;2021-01-05;15:00:00
AIS 24;Guaiúba;Terça;2021-01-05;15:00:00
AIS 32;Mauriti;Terça;2021-01-05;15:00:00
AIS 25;Pacajus;Terça;2021-01-05;14:50:00
AIS 03;Sobral;Terça;2021-01-05;14:47:00
AIS 03;Sobral;Terça;2021-01-05;14:30:00
AIS 18;Fortaleza;Terça;2021-01-05;14:15:00
AIS 17;Fortaleza;Terça;2021-01-05;13:50:00
AIS 16;Fortaleza;Terça;2021-01-05;13:00:00
AIS 19;Fortaleza;Terça;2021-01-05;13:00:00
AIS 17;Fortaleza;Terça;2021-01-05;13:00:00
AIS 22;Fortaleza;Terça;2021-01-05;13:00:00
AIS 16;Fortaleza;Terça;2021-01-05;12:50:00
AIS 06;Fortaleza;Terça;2021-01-05;12:00:00
AIS 08;Fortaleza;Terça;2021-01-05;11:50:00
AIS 05;Fortaleza;Terça;2021-01-05;11:22:00
AIS 05;Fortaleza;Terça;2021-01-05;11:00:00
AIS 05;Fortaleza;Terça;2021-01-05;11:00:00
AIS 11;Itapipoca;Terça;2021-01-05;10:35:00
AIS 22;Fortaleza;Terça;2021-01-05;10:30:00
AIS 18;Fortaleza;Terça;2021-01-05;10:30:00
AIS 24;Pacatuba;Terça;2021-01-05;10:30:00
AIS 02;Crato;Terça;2021-01-05;10:30:00
AIS 25;Itaitinga;Terça;2021-01-05;10:00:00
AIS 18;Fortaleza;Terça;2021-01-05;09:40:00
AIS 34;Cedro;Terça;2021-01-05;09:30:00
AIS 21;Fortaleza;Terça;2021-01-05;09:00:00
AIS 25;Horizonte;Terça;2021-01-05;09:00:00
AIS 06;Fortaleza;Terça;2021-01-05;08:58:00
AIS 21;Fortaleza;Terça;2021-01-05;08:40:00
AIS 17;Fortaleza;Terça;2021-01-05;08:40:00
AIS 21;Fortaleza;Terça;2021-01-05;08:30:00
AIS 21;Fortaleza;Terça;2021-01-05;08:30:00
AIS 07;Nova Russas;Terça;2021-01-05;08:30:00
AIS 16;Fortaleza;Terça;2021-01-05;08:20:00
AIS 05;Fortaleza;Terça;2021-01-05;08:10:00
AIS 18;Fortaleza;Terça;2021-01-05;08:10:00
AIS 18;Fortaleza;Terça;2021-01-05;08:00:00
AIS 17;Fortaleza;Terça;2021-01-05;08:00:00
AIS 17;Fortaleza;Terça;2021-01-05;08:00:00
AIS 22;Fortaleza;Terça;2021-01-05;08:00:00
AIS 02;Barbalha;Terça;2021-01-05;08:00:00
AIS 29;Baturité;Terça;2021-01-05;08:00:00
AIS 18;Fortaleza;Terça;2021-01-05;07:45:00
AIS 21;Fortaleza;Terça;2021-01-05;07:45:00
AIS 16;Fortaleza;Terça;2021-01-05;07:40:00
AIS 16;Fortaleza;Terça;2021-01-05;07:40:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-01-05;07:30:00
AIS 16;Fortaleza;Terça;2021-01-05;07:30:00
AIS 21;Fortaleza;Terça;2021-01-05;07:20:00
AIS 19;Fortaleza;Terça;2021-01-05;07:10:00
AIS 17;Fortaleza;Terça;2021-01-05;07:00:00
AIS 06;Fortaleza;Terça;2021-01-05;07:00:00
AIS 27;Ibiapina;Terça;2021-01-05;07:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-01-05;06:45:00
AIS 25;Pacajus;Terça;2021-01-05;06:40:00
AIS 21;Fortaleza;Terça;2021-01-05;06:36:00
AIS 06;Fortaleza;Terça;2021-01-05;06:30:00
AIS 16;Fortaleza;Terça;2021-01-05;06:30:00
AIS 20;Fortaleza;Terça;2021-01-05;06:20:00
AIS 20;Fortaleza;Terça;2021-01-05;06:15:00
AIS 16;Fortaleza;Terça;2021-01-05;06:15:00
AIS 18;Fortaleza;Terça;2021-01-05;06:10:00
AIS 19;Fortaleza;Terça;2021-01-05;06:00:00
AIS 17;Fortaleza;Terça;2021-01-05;06:00:00
AIS 16;Fortaleza;Terça;2021-01-05;05:50:00
AIS 17;Fortaleza;Terça;2021-01-05;05:40:21
AIS 17;Fortaleza;Terça;2021-01-05;05:40:00
AIS 18;Fortaleza;Terça;2021-01-05;05:40:00
AIS 29;Acarape;Terça;2021-01-05;05:40:00
AIS 18;Fortaleza;Terça;2021-01-05;05:30:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-01-05;05:10:00
AIS 18;Fortaleza;Terça;2021-01-05;05:00:00
AIS 18;Fortaleza;Terça;2021-01-05;05:00:00
AIS 18;Fortaleza;Terça;2021-01-05;05:00:00
AIS 18;Fortaleza;Terça;2021-01-05;05:00:00
AIS 06;Fortaleza;Terça;2021-01-05;05:00:00
AIS 02;Juazeiro do Norte;Terça;2021-01-05;05:00:00
AIS 18;Fortaleza;Terça;2021-01-05;04:40:00
AIS 19;Fortaleza;Terça;2021-01-05;04:40:00
AIS 25;Horizonte;Terça;2021-01-05;04:20:00
AIS 25;Pacajus;Terça;2021-01-05;04:05:00
AIS 21;Fortaleza;Terça;2021-01-05;04:00:00
AIS 16;Fortaleza;Terça;2021-01-05;03:20:00
AIS 21;Fortaleza;Terça;2021-01-05;02:40:00
AIS 29;Baturité;Terça;2021-01-05;02:00:00
AIS 25;Pacajus;Terça;2021-01-05;01:50:00
AIS 02;Crato;Terça;2021-01-05;00:00:00
AIS 18;Fortaleza;Quarta;2021-01-06;23:00:00
AIS 02;Barbalha;Quarta;2021-01-06;22:30:00
AIS 02;Juazeiro do Norte;Quarta;2021-01-06;22:20:00
AIS 08;Fortaleza;Quarta;2021-01-06;21:50:00
AIS 06;Fortaleza;Quarta;2021-01-06;21:23:00
AIS 16;Fortaleza;Quarta;2021-01-06;21:20:00
AIS 10;Iguatu;Quarta;2021-01-06;21:00:00
AIS 11;General Sampaio;Quarta;2021-01-06;20:55:00
AIS 20;Fortaleza;Quarta;2021-01-06;20:40:00
AIS 10;Cariús;Quarta;2021-01-06;20:30:00
AIS 10;Cariús;Quarta;2021-01-06;20:30:00
AIS 10;Cariús;Quarta;2021-01-06;20:30:00
AIS 16;Fortaleza;Quarta;2021-01-06;20:10:00
AIS 17;Fortaleza;Quarta;2021-01-06;20:00:00
AIS 21;Fortaleza;Quarta;2021-01-06;20:00:00
AIS 02;Juazeiro do Norte;Quarta;2021-01-06;20:00:00
AIS 24;Pacatuba;Quarta;2021-01-06;19:53:00
AIS 06;Fortaleza;Quarta;2021-01-06;19:40:00
AIS 18;Fortaleza;Quarta;2021-01-06;19:40:00
AIS 22;Fortaleza;Quarta;2021-01-06;19:30:00
AIS 18;Fortaleza;Quarta;2021-01-06;19:15:00
AIS 05;Fortaleza;Quarta;2021-01-06;19:15:00
AIS 11;Cruz;Quarta;2021-01-06;19:00:00
AIS 09;Quixeramobim;Quarta;2021-01-06;19:00:00
AIS 22;Fortaleza;Quarta;2021-01-06;18:55:00
AIS 20;Fortaleza;Quarta;2021-01-06;18:50:00
AIS 22;Fortaleza;Quarta;2021-01-06;18:40:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-01-06;18:30:00
AIS 25;Horizonte;Quarta;2021-01-06;18:20:00
AIS 12;Caucaia;Quarta;2021-01-06;18:10:00
AIS 05;Fortaleza;Quarta;2021-01-06;18:00:00
AIS 08;Fortaleza;Quarta;2021-01-06;18:00:00
AIS 06;Fortaleza;Quarta;2021-01-06;18:00:00
AIS 05;Fortaleza;Quarta;2021-01-06;18:00:00
AIS 21;Fortaleza;Quarta;2021-01-06;18:00:00
AIS 25;Pacajus;Quarta;2021-01-06;17:59:00
AIS 06;Fortaleza;Quarta;2021-01-06;17:55:00
AIS 08;Fortaleza;Quarta;2021-01-06;17:40:00
AIS 06;Fortaleza;Quarta;2021-01-06;17:31:00
AIS Não Identificada (Caucaia);Caucaia;Quarta;2021-01-06;17:30:00
AIS 16;Fortaleza;Quarta;2021-01-06;17:30:00
AIS 06;Fortaleza;Quarta;2021-01-06;17:30:00
AIS 06;Fortaleza;Quarta;2021-01-06;17:30:00
AIS 10;Iguatu;Quarta;2021-01-06;17:15:00
AIS 05;Fortaleza;Quarta;2021-01-06;17:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-01-06;16:00:00
AIS 15;Eusébio;Quarta;2021-01-06;15:30:00
AIS 17;Fortaleza;Quarta;2021-01-06;15:30:00
AIS 19;Fortaleza;Quarta;2021-01-06;15:30:00
AIS 18;Fortaleza;Quarta;2021-01-06;15:30:00
AIS 17;Fortaleza;Quarta;2021-01-06;15:00:00
AIS 17;Fortaleza;Quarta;2021-01-06;14:40:00
AIS 24;Guaiúba;Quarta;2021-01-06;14:35:00
AIS 18;Fortaleza;Quarta;2021-01-06;14:30:00
AIS 05;Fortaleza;Quarta;2021-01-06;14:30:00
AIS 25;Pacajus;Quarta;2021-01-06;14:30:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-01-06;14:20:00
AIS 17;Fortaleza;Quarta;2021-01-06;14:20:00
AIS 02;Nova Olinda;Quarta;2021-01-06;14:10:00
AIS 17;Fortaleza;Quarta;2021-01-06;14:00:00
AIS 17;Fortaleza;Quarta;2021-01-06;14:00:00
AIS 21;Fortaleza;Quarta;2021-01-06;14:00:00
AIS 20;Fortaleza;Quarta;2021-01-06;14:00:00
AIS 25;Pacajus;Quarta;2021-01-06;14:00:00
AIS 29;Acarape;Quarta;2021-01-06;14:00:00
AIS 16;Fortaleza;Quarta;2021-01-06;13:59:00
AIS 12;Caucaia;Quarta;2021-01-06;13:50:00
AIS 21;Fortaleza;Quarta;2021-01-06;13:50:00
AIS 17;Fortaleza;Quarta;2021-01-06;13:50:00
AIS 14;Maracanaú;Quarta;2021-01-06;13:44:00
AIS 17;Fortaleza;Quarta;2021-01-06;13:40:00
AIS 18;Fortaleza;Quarta;2021-01-06;13:30:00
AIS 17;Fortaleza;Quarta;2021-01-06;13:30:00
AIS 29;Acarape;Quarta;2021-01-06;13:30:00
AIS 15;Aquiraz;Quarta;2021-01-06;13:20:00
AIS 18;Fortaleza;Quarta;2021-01-06;13:20:00
AIS 17;Fortaleza;Quarta;2021-01-06;13:10:00
AIS 02;Juazeiro do Norte;Quarta;2021-01-06;13:10:00
AIS 19;Fortaleza;Quarta;2021-01-06;13:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-01-06;13:00:00
AIS 05;Fortaleza;Quarta;2021-01-06;13:00:00
AIS 11;Morrinhos;Quarta;2021-01-06;13:00:00
AIS 19;Fortaleza;Quarta;2021-01-06;12:54:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-01-06;12:50:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-01-06;12:30:00
AIS 21;Fortaleza;Quarta;2021-01-06;12:00:00
AIS 16;Fortaleza;Quarta;2021-01-06;12:00:00
AIS 05;Fortaleza;Quarta;2021-01-06;12:00:00
AIS 17;Fortaleza;Quarta;2021-01-06;12:00:00
AIS 16;Fortaleza;Quarta;2021-01-06;12:00:00
AIS 09;Pedra Branca;Quarta;2021-01-06;12:00:00
AIS 06;Fortaleza;Quarta;2021-01-06;11:40:00
AIS 16;Fortaleza;Quarta;2021-01-06;11:40:00
AIS 06;Fortaleza;Quarta;2021-01-06;11:40:00
AIS 16;Fortaleza;Quarta;2021-01-06;11:35:00
AIS 01;Jaguaruana;Quarta;2021-01-06;11:30:00
AIS 05;Fortaleza;Quarta;2021-01-06;11:19:24
AIS 05;Fortaleza;Quarta;2021-01-06;11:10:00
AIS 18;Fortaleza;Quarta;2021-01-06;11:10:00
AIS 16;Fortaleza;Quarta;2021-01-06;11:00:00
AIS 03;Sobral;Quarta;2021-01-06;10:20:00
AIS 20;Fortaleza;Quarta;2021-01-06;10:19:00
AIS 15;Aquiraz;Quarta;2021-01-06;10:00:00
AIS 18;Fortaleza;Quarta;2021-01-06;10:00:00
AIS 22;Fortaleza;Quarta;2021-01-06;10:00:00
AIS 15;Aquiraz;Quarta;2021-01-06;09:40:00
AIS 17;Fortaleza;Quarta;2021-01-06;09:40:00
AIS 24;Pacatuba;Quarta;2021-01-06;09:38:00
AIS 15;Eusébio;Quarta;2021-01-06;09:30:00
AIS 14;Maracanaú;Quarta;2021-01-06;09:20:00
AIS 17;Fortaleza;Quarta;2021-01-06;09:10:00
AIS 29;Redenção;Quarta;2021-01-06;09:00:00
AIS 18;Fortaleza;Quarta;2021-01-06;08:45:00
AIS 16;Fortaleza;Quarta;2021-01-06;08:30:00
AIS 20;Fortaleza;Quarta;2021-01-06;08:20:00
AIS 02;Juazeiro do Norte;Quarta;2021-01-06;08:20:00
AIS 05;Fortaleza;Quarta;2021-01-06;08:10:00
AIS 02;Juazeiro do Norte;Quarta;2021-01-06;08:10:00
AIS 02;Juazeiro do Norte;Quarta;2021-01-06;08:05:00
AIS 25;Pacajus;Quarta;2021-01-06;08:00:00
AIS 02;Crato;Quarta;2021-01-06;08:00:00
AIS 07;Ipu;Quarta;2021-01-06;08:00:00
AIS 02;Juazeiro do Norte;Quarta;2021-01-06;08:00:00
AIS 20;Fortaleza;Quarta;2021-01-06;07:54:00
AIS 14;Maracanaú;Quarta;2021-01-06;07:20:00
AIS 06;Fortaleza;Quarta;2021-01-06;07:10:00
AIS 03;Sobral;Quarta;2021-01-06;07:02:00
AIS 21;Fortaleza;Quarta;2021-01-06;07:00:00
AIS 14;Maracanaú;Quarta;2021-01-06;07:00:00
AIS 20;Fortaleza;Quarta;2021-01-06;06:45:00
AIS 14;Maracanaú;Quarta;2021-01-06;06:45:00
AIS 16;Fortaleza;Quarta;2021-01-06;06:40:00
AIS 20;Fortaleza;Quarta;2021-01-06;06:40:00
AIS 16;Fortaleza;Quarta;2021-01-06;06:35:00
AIS 15;Aquiraz;Quarta;2021-01-06;06:30:00
AIS 20;Fortaleza;Quarta;2021-01-06;06:30:00
AIS 05;Fortaleza;Quarta;2021-01-06;06:30:00
AIS 08;Fortaleza;Quarta;2021-01-06;06:15:00
AIS 21;Fortaleza;Quarta;2021-01-06;06:15:00
AIS 17;Fortaleza;Quarta;2021-01-06;06:00:00
AIS 25;Pacajus;Quarta;2021-01-06;06:00:00
AIS 23;São Gonçalo do Amarante;Quarta;2021-01-06;06:00:00
AIS 06;Fortaleza;Quarta;2021-01-06;05:50:00
AIS 20;Fortaleza;Quarta;2021-01-06;05:50:00
AIS 05;Fortaleza;Quarta;2021-01-06;05:50:00
AIS 16;Fortaleza;Quarta;2021-01-06;05:40:00
AIS 20;Fortaleza;Quarta;2021-01-06;05:40:00
AIS 17;Fortaleza;Quarta;2021-01-06;05:35:00
AIS 05;Fortaleza;Quarta;2021-01-06;05:30:00
AIS 29;Mulungu;Quarta;2021-01-06;05:30:00
AIS 17;Fortaleza;Quarta;2021-01-06;05:00:26
AIS 17;Fortaleza;Quarta;2021-01-06;05:00:00
AIS 17;Fortaleza;Quarta;2021-01-06;05:00:00
AIS 17;Fortaleza;Quarta;2021-01-06;05:00:00
AIS 06;Fortaleza;Quarta;2021-01-06;03:00:00
AIS 25;Pacajus;Quarta;2021-01-06;02:30:00
AIS 22;Fortaleza;Quarta;2021-01-06;02:26:00
AIS 05;Fortaleza;Quarta;2021-01-06;00:00:00
AIS 03;Massapê;Quinta;2021-01-07;23:50:00
AIS 19;Fortaleza;Quinta;2021-01-07;23:30:00
AIS 19;Fortaleza;Quinta;2021-01-07;23:25:00
AIS 03;Sobral;Quinta;2021-01-07;23:10:00
AIS 27;Tianguá;Quinta;2021-01-07;23:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Quinta;2021-01-07;22:00:00
AIS 26;Caucaia;Quinta;2021-01-07;21:40:00
AIS Não Identificada (Caucaia);Caucaia;Quinta;2021-01-07;21:40:00
AIS 02;Juazeiro do Norte;Quinta;2021-01-07;21:40:00
AIS 20;Fortaleza;Quinta;2021-01-07;21:00:00
AIS 18;Fortaleza;Quinta;2021-01-07;20:45:00
AIS Não Identificada (Fortaleza);Fortaleza;Quinta;2021-01-07;20:45:00
AIS 11;Pentecoste;Quinta;2021-01-07;20:40:00
AIS 06;Fortaleza;Quinta;2021-01-07;20:30:00
AIS 05;Fortaleza;Quinta;2021-01-07;20:30:00
AIS 14;Maracanaú;Quinta;2021-01-07;20:30:00
AIS 03;Forquilha;Quinta;2021-01-07;20:30:00
AIS 22;Fortaleza;Quinta;2021-01-07;20:15:00
AIS 05;Fortaleza;Quinta;2021-01-07;20:10:00
AIS 08;Fortaleza;Quinta;2021-01-07;20:00:00
AIS 05;Fortaleza;Quinta;2021-01-07;20:00:00
AIS 02;Barbalha;Quinta;2021-01-07;20:00:00
AIS 11;Bela Cruz;Quinta;2021-01-07;20:00:00
AIS 10;Iguatu;Quinta;2021-01-07;20:00:00
AIS 05;Fortaleza;Quinta;2021-01-07;19:50:00
AIS 15;Cascavel;Quinta;2021-01-07;19:45:00
AIS 08;Fortaleza;Quinta;2021-01-07;19:40:00
AIS 25;Pacajus;Quinta;2021-01-07;19:40:00
AIS 08;Fortaleza;Quinta;2021-01-07;19:35:00
AIS 26;Caucaia;Quinta;2021-01-07;19:30:00
AIS 21;Fortaleza;Quinta;2021-01-07;19:30:00
AIS 21;Fortaleza;Quinta;2021-01-07;19:30:00
AIS 08;Fortaleza;Quinta;2021-01-07;19:19:00
AIS 22;Fortaleza;Quinta;2021-01-07;19:00:00
AIS 29;Baturité;Quinta;2021-01-07;18:40:00
AIS 12;Caucaia;Quinta;2021-01-07;18:30:00
AIS 06;Fortaleza;Quinta;2021-01-07;18:30:00
AIS 18;Fortaleza;Quinta;2021-01-07;18:30:00
AIS 20;Fortaleza;Quinta;2021-01-07;18:30:00
AIS 25;Pacajus;Quinta;2021-01-07;18:20:00
AIS 17;Fortaleza;Quinta;2021-01-07;18:10:00
AIS 17;Fortaleza;Quinta;2021-01-07;18:00:00
AIS 05;Fortaleza;Quinta;2021-01-07;18:00:00
AIS 18;Fortaleza;Quinta;2021-01-07;18:00:00
AIS 05;Fortaleza;Quinta;2021-01-07;18:00:00
AIS 08;Fortaleza;Quinta;2021-01-07;18:00:00
AIS 22;Fortaleza;Quinta;2021-01-07;17:40:00
AIS 09;Senador Pompeu;Quinta;2021-01-07;17:40:00
AIS 25;Chorozinho;Quinta;2021-01-07;17:30:00
AIS 17;Fortaleza;Quinta;2021-01-07;17:30:00
AIS 18;Fortaleza;Quinta;2021-01-07;17:30:00
AIS 11;Umirim;Quinta;2021-01-07;17:30:00
AIS 27;Tianguá;Quinta;2021-01-07;17:20:00
AIS 26;Caucaia;Quinta;2021-01-07;17:15:00
AIS 17;Fortaleza;Quinta;2021-01-07;17:00:25
AIS 21;Fortaleza;Quinta;2021-01-07;16:45:00
AIS 06;Fortaleza;Quinta;2021-01-07;16:30:00
AIS 20;Fortaleza;Quinta;2021-01-07;16:30:00
AIS 05;Fortaleza;Quinta;2021-01-07;16:30:00
AIS 19;Fortaleza;Quinta;2021-01-07;16:24:00
AIS 06;Fortaleza;Quinta;2021-01-07;15:40:00
AIS 19;Fortaleza;Quinta;2021-01-07;15:30:00
AIS 03;Forquilha;Quinta;2021-01-07;15:00:00
AIS 17;Fortaleza;Quinta;2021-01-07;14:50:00
AIS 15;Cascavel;Quinta;2021-01-07;14:30:00
AIS 18;Fortaleza;Quinta;2021-01-07;14:30:00
AIS 18;Fortaleza;Quinta;2021-01-07;14:30:00
AIS 30;Aracati;Quinta;2021-01-07;14:00:00
AIS 25;Horizonte;Quinta;2021-01-07;13:54:00
AIS 25;Horizonte;Quinta;2021-01-07;13:50:00
AIS 20;Fortaleza;Quinta;2021-01-07;13:45:00
AIS 15;Aquiraz;Quinta;2021-01-07;13:30:00
AIS 06;Fortaleza;Quinta;2021-01-07;13:30:00
AIS 06;Fortaleza;Quinta;2021-01-07;13:30:00
AIS 06;Fortaleza;Quinta;2021-01-07;13:30:00
AIS 14;Maracanaú;Quinta;2021-01-07;13:30:00
AIS 14;Maracanaú;Quinta;2021-01-07;13:23:00
AIS 16;Fortaleza;Quinta;2021-01-07;13:10:00
AIS 26;Caucaia;Quinta;2021-01-07;13:00:00
AIS 21;Fortaleza;Quinta;2021-01-07;13:00:00
AIS 19;Fortaleza;Quinta;2021-01-07;13:00:00
AIS 08;Fortaleza;Quinta;2021-01-07;12:50:00
AIS 08;Fortaleza;Quinta;2021-01-07;12:50:00
AIS 21;Fortaleza;Quinta;2021-01-07;12:40:00
